+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+-------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN  |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY) | SUM(BODY)  | AVG(BODY) |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52e2b/finish    | 0.020 | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5393c/score     | 0.020 | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 52.000    | 52.000    | 52.000     | 52.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/633037bbd                  | 0.020 | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 390.000   | 390.000   | 390.000    | 390.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52842                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 784.000   | 784.000   | 784.000    | 784.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529c4                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 801.000   | 801.000   | 801.000    | 801.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529ff                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 380.000   | 380.000   | 380.000    | 380.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53ac2/finish    | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52966                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 800.000   | 800.000   | 800.000    | 800.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5284f                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 569.000   | 569.000   | 569.000    | 569.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529a8                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 800.000   | 800.000   | 800.000    | 800.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/62f67de45                  | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 395.000   | 395.000   | 395.000    | 395.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5289b                   | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 785.000   | 785.000   | 785.000    | 785.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5346d/finish    | 0.016 | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 4     | 0   | 0   | 0   | 4   | 0   | POST   | /api/organizer/competition/9fa5252f/score     | 0.008 | 0.008  | 0.016   | 0.004  | 0.008  | 0.008  | 0.008  | 0.003  | 39.000    | 62.000    | 179.000    | 44.750    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa532e3/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53958/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a48                   | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 475.000   | 475.000   | 475.000    | 475.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52cc0/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52a92/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/5e60d557c/disqualified  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 153.000   | 153.000   | 153.000    | 153.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52aaa/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/630e46c47/disqualified  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 157.000   | 157.000   | 157.000    | 157.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/635b92596/disqualified  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 165.000   | 165.000   | 165.000    | 165.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/614491e6c/disqualified  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 158.000   | 158.000   | 158.000    | 158.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa529fc                   | 0.004 | 0.008  | 0.012   | 0.006  | 0.008  | 0.008  | 0.008  | 0.002  | 474.000   | 584.000   | 1058.000   | 529.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/63240c7ff/disqualified  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 154.000   | 154.000   | 154.000    | 154.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53be3/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5252f/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52941                   | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 801.000   | 801.000   | 801.000    | 801.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52823                   | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 264.000   | 264.000   | 264.000    | 264.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/631011bf6                  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 278.000   | 278.000   | 278.000    | 278.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53757/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/6223b3812/disqualified  | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 155.000   | 155.000   | 155.000    | 155.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5278b/finish    | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a53                   | 0.012 | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 584.000   | 584.000   | 584.000    | 584.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa536bf/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53b9c/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a3d                   | 0.004 | 0.004  | 0.008   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 585.000   | 585.000   | 1170.000   | 585.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/62fde46db/disqualified  | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 153.000   | 153.000   | 153.000    | 153.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53038/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5365a/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52c5b/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5278c/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52891                   | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 364.000   | 364.000   | 364.000    | 364.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5393c/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa532a8/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/9fa52528/disqualified   | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 157.000   | 157.000   | 157.000    | 157.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52e56/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53424/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52aad/finish    | 0.008 | 0.008  | 0.008   | 0.008  | 0.008  | 0.008  | 0.008  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa527d1                   | 0.000 | 0.004  | 0.004   | 0.002  | 0.004  | 0.004  | 0.004  | 0.002  | 264.000   | 364.000   | 628.000    | 314.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa527ab                   | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 672.000   | 672.000   | 672.000    | 672.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a85                   | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 380.000   | 380.000   | 380.000    | 380.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52525/finish    | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5302e/finish    | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5299d                   | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 801.000   | 801.000   | 801.000    | 801.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52414                   | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 271.000   | 271.000   | 271.000    | 271.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa52465                   | 0.000 | 0.004  | 0.004   | 0.002  | 0.004  | 0.004  | 0.004  | 0.002  | 286.000   | 286.000   | 572.000    | 286.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5297e                   | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 800.000   | 800.000   | 800.000    | 800.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529c0                   | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 798.000   | 798.000   | 798.000    | 798.000   |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/0000000000/finish  | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/competition/0000000000/ranking    | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/0000000000                 | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/competition/9fa5252f/ranking      | 0.004 | 0.004  | 0.004   | 0.004  | 0.004  | 0.004  | 0.004  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /css/app.83b4c321.css                         | 0.000 | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 4868.000  | 4868.000  | 4868.000   | 4868.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/player/0000000000/disqualified | 0.000 | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/0000000000/score   | 0.000 | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 39.000    | 39.000    | 39.000     | 39.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /js/app.3a4ec98c.js                           | 0.000 | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 33296.000 | 33296.000 | 33296.000  | 33296.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /index.html                                   | 0.000 | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 479.000   | 479.000   | 479.000    | 479.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/organizer/competitions                   | 0.000 | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 177.000   | 177.000   | 177.000    | 177.000   |
+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+-------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
